bootstrap_unit,ci95_high,ci95_low,density,effect,geometry,holm_adjusted_pvalue,holm_family,median_difference,metric,n_agents,n_pairs,paired_mean_difference,positive_fraction,scope,sign_consistency,sign_flip_pvalue
shared held-out evaluation seed,-0.00870921875,-0.009609492187499999,0.12,aperture_main_effect,elongated,nan,none_cellwise,-0.009218749999999998,contact_break_rate,32,50,-0.00916875,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,0.017940664062499997,0.016787421875,0.12,base_main_effect,elongated,nan,none_cellwise,0.01765625,contact_break_rate,32,50,0.017371875,1.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.012046796875,-0.01406578125,0.12,aperture_base_interaction,elongated,nan,none_cellwise,-0.014062499999999999,contact_break_rate,32,50,-0.01309375,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.012099921875000001,-0.014015703125,0.12,requested_measurement_did,elongated,nan,none_cellwise,-0.014062499999999999,contact_break_rate,32,50,-0.01309375,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.0121684375,-0.013987578125,0.12,requested_base_did,elongated,nan,none_cellwise,-0.014062499999999999,contact_break_rate,32,50,-0.01309375,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,0.1794093594527363,0.13284670398009948,0.12,aperture_main_effect,elongated,nan,none_cellwise,0.15434546019900497,mean_largest_scc_fraction,32,50,0.15578980099502487,0.98,cell,0.98,0.0001999600079984003
shared held-out evaluation seed,-0.17373375310945274,-0.23273787313432837,0.12,base_main_effect,elongated,nan,none_cellwise,-0.1810478855721393,mean_largest_scc_fraction,32,50,-0.20193407960199003,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,0.3142018812189054,0.1938673041044776,0.12,aperture_base_interaction,elongated,nan,none_cellwise,0.2541200248756219,mean_largest_scc_fraction,32,50,0.2530037313432836,0.88,cell,0.88,0.0001999600079984003
shared held-out evaluation seed,0.31171525186567156,0.19022753420398011,0.12,requested_measurement_did,elongated,nan,none_cellwise,0.2541200248756219,mean_largest_scc_fraction,32,50,0.2530037313432836,0.88,cell,0.88,0.0001999600079984003
shared held-out evaluation seed,0.31140959266169155,0.1928472481343284,0.12,requested_base_did,elongated,nan,none_cellwise,0.2541200248756219,mean_largest_scc_fraction,32,50,0.2530037313432836,0.88,cell,0.88,0.0001999600079984003
